ax,ay,az,gx,gy,gz
1.4976,16.2939,-11.9654,-0.1118,-0.1496,-0.0837
2.0168,16.3398,-12.4054,-0.1102,-0.1886,-0.0525
2.2117,16.2547,-12.2279,-0.1779,-0.2387,-0.0475
2.0764,16.1378,-11.8589,-0.2914,-0.3224,-0.0535
1.7296,16.2251,-10.9608,-0.3991,-0.4254,-0.0541
1.3327,16.6872,-10.5712,-0.5562,-0.4726,-0.0514
0.9638,17.4795,-10.7143,-0.6768,-0.5007,-0.0362
0.5484,18.1595,-10.6523,-0.6973,-0.4611,-0.0172
0.4041,18.3013,-10.7236,-0.639,-0.381,-0.003
0.3864,18.0679,-10.8804,-0.5836,-0.3682,0.0098
0.1545,17.7085,-10.9218,-0.5909,-0.4242,0.0032
-0.1729,17.3947,-10.8875,-0.665,-0.4451,-0.0115
-0.3932,17.1882,-10.4845,-0.7611,-0.3665,-0.0386
-0.3943,16.9166,-10.123,-0.8794,-0.2091,-0.0876
-0.2183,16.5488,-9.7543,-0.9958,-0.079,-0.1317
-0.1338,16.1735,-9.063,-1.098,0.0009,-0.1476
-0.2474,16.0282,-8.4667,-1.2313,0.0419,-0.1444
-0.3499,16.2367,-8.536,-1.3306,0.0522,-0.119
-0.2581,16.6106,-8.2663,-1.3678,0.0527,-0.071
-0.1135,16.8616,-7.9642,-1.4503,0.1295,-0.0081
-0.5185,16.9971,-7.6303,-1.4092,0.1735,0.0499
0.1393,17.1512,-7.4692,-1.3314,0.271,0.0778
0.2463,16.9188,-7.9253,-1.2589,0.2966,0.0941
-0.3546,16.5835,-7.8356,-1.3682,0.224,0.0966
-0.9376,16.9603,-7.732,-1.6985,0.1844,0.0804
-0.9581,17.6356,-7.2687,-2.0062,0.2786,0.0236
-0.6516,18.2963,-7.0635,-2.2311,0.487,-0.0414
-0.2807,18.8744,-6.7135,-2.4502,0.6596,-0.0716
0.3424,19.1199,-6.2226,-2.7762,0.6893,-0.109
0.9062,19.1443,-5.3886,-3.0466,0.6591,-0.1025
0.8826,19.2659,-4.0914,-3.3149,0.5788,-0.073
1.0107,19.6838,-2.723,-3.5949,0.5911,-0.0309
0.937,20.3355,-1.9259,-3.8023,0.6218,-0.0099
1.1308,20.2852,-0.9554,-3.8215,0.5855,-0.0399
1.1188,18.9112,-0.3826,-3.6036,0.5279,-0.0782
1.0821,18.3591,0.6567,-3.4076,0.3702,-0.0764
0.9353,18.57,0.3384,-3.5254,0.1541,-0.1111
0.1856,17.3459,-1.7742,-3.2869,-0.1191,-0.1746
-0.792,15.0867,-3.111,-2.7481,-0.3072,-0.1788
-1.6968,11.7416,-4.2062,-2.6743,-0.2926,-0.1688
-1.9669,7.7688,-5.6921,-2.7556,-0.0966,-0.1372
-1.4962,3.6669,-7.181,-2.6207,0.3104,-0.1921
-1.1776,-0.1957,-9.7637,-2.4435,0.6969,-0.2576
-0.2752,-2.532,-13.8848,-2.0172,0.7172,-0.2113
1.2736,-2.7373,-18.0286,-1.1823,0.5246,-0.0793
2.7221,-2.2971,-19.4242,-0.1841,0.1319,0.0851
3.1354,-1.0345,-17.7238,0.397,-0.2169,0.2049
2.8248,1.3027,-15.6687,0.4477,-0.4335,0.2329
2.618,0.9728,-12.1782,0.5546,-0.4138,0.2335
2.5114,-0.3164,-8.6636,0.4372,-0.2187,0.2238
2.0504,-1.2178,-5.2814,0.2187,-0.0258,0.2175
1.1713,-1.7261,-1.7184,0.1249,0.1231,0.2019
0.5505,-1.2829,-0.7004,0.22,0.2635,0.1711
0.7677,-1.3334,0.0943,0.5264,0.2012,0.1511
0.7521,-1.0624,1.649,0.5916,-0.1595,0.18
-0.0145,-0.6248,2.973,0.6225,-0.4835,0.2113
-0.6938,-0.2898,3.9551,0.8831,-0.5675,0.2225
-1.4023,0.296,4.2335,1.0743,-0.5334,0.2483
-2.0285,0.7054,4.1892,1.0984,-0.4709,0.2505
-2.34,1.2073,3.551,1.0917,-0.3696,0.2289
-2.1136,1.8292,2.1831,1.067,-0.3454,0.215
-1.5876,2.3706,0.6399,0.9964,-0.4114,0.2151
-0.8926,2.5489,-0.9217,0.9869,-0.3796,0.2245
-0.2454,2.3146,-2.3499,1.0494,-0.2575,0.2225
-0.0328,1.7644,-2.601,0.9933,-0.1727,0.2143
-0.2109,1.2467,-1.4651,0.8024,0.0206,0.1943
-0.3063,0.656,-0.4749,0.6481,0.2499,0.1442
-0.3936,-0.1466,-0.0395,0.5873,0.3637,0.1276
-0.3811,-0.8683,0.1608,0.5795,0.3733,0.1257
-0.1604,-1.2093,0.4301,0.6309,0.2726,0.1258
0.0362,-1.245,0.944,0.6969,0.1194,0.1131
0.1577,-1.255,1.3362,0.7692,-0.0178,0.1037
0.0813,-1.2423,1.4789,0.8362,-0.1055,0.0959
-0.2178,-0.9384,1.3844,0.7826,-0.1921,0.0916
-0.5969,-0.4051,1.1399,0.6791,-0.2281,0.1023
-0.8102,0.1447,0.5914,0.6307,-0.1836,0.1092
-0.8816,0.519,-0.0417,0.5948,-0.0832,0.1275
-0.8141,0.782,-0.5876,0.6187,0.0403,0.1277
-0.5839,0.8505,-0.7931,0.6715,0.1648,0.1614
-0.3407,0.8528,-0.5137,0.73,0.2625,0.1738
-0.0091,0.6492,-0.0786,0.7589,0.293,0.181
0.2708,0.4236,0.2073,0.7655,0.2435,0.1748
0.5237,0.1656,0.5139,0.7894,0.1509,0.1641
0.736,-0.0715,0.7486,0.8347,0.0587,0.1395
0.9138,-0.2198,0.8319,0.8558,-0.048,0.1076
0.8991,-0.3043,0.8458,0.8553,-0.1834,0.0705
0.67,-0.453,0.7679,0.8196,-0.3223,0.0388
0.343,-0.6222,0.6378,0.7811,-0.4424,0.0255
-0.0293,-0.6565,0.4996,0.7755,-0.5141,0.0076
-0.2582,-0.6996,0.2096,0.7742,-0.4832,-0.0204
-0.4119,-0.8117,-0.1653,0.7681,-0.4366,-0.029
-0.442,-0.8353,-0.4581,0.7382,-0.35,-0.0398
-0.3605,-0.7441,-0.7216,0.7355,-0.2602,-0.0447
-0.2837,-0.5604,-0.781,0.7571,-0.2186,-0.0347
-0.1812,-0.2976,-0.5781,0.7972,-0.2042,-0.0289
-0.0836,-0.0135,-0.3361,0.9179,-0.2149,-0.0226
0.0272,0.0977,-0.3132,1.0615,-0.2239,-0.0207
0.2505,0.0442,-0.6474,1.1654,-0.3132,-0.0161
0.6291,-0.1115,-1.2527,1.2374,-0.4187,-0.0126
0.7513,-0.1297,-2.2915,1.276,-0.427,0.0129
0.6172,-0.0798,-2.9696,1.3538,-0.3615,0.0393
0.2034,-0.135,-3.4005,1.4763,-0.1834,0.0499
-0.1287,-0.1017,-3.3683,1.603,0.0586,0.0767
-0.0948,-0.1749,-2.9673,1.7192,0.2473,0.1214
0.3425,-0.3975,-1.9187,1.7374,0.3256,0.1345
0.8332,-1.2853,-0.2629,1.6649,0.2729,0.1086
0.8452,-2.7018,0.6404,1.7512,0.1643,0.0277
0.2324,-4.1714,0.9923,2.0498,0.1776,-0.0923
0.2275,-3.8206,1.0048,2.1641,0.3401,-0.1801
1.263,-2.1135,-0.5433,1.5944,0.2453,-0.2197
0.6675,1.1775,-4.1551,0.5294,-0.4676,-0.2207
0.127,5.6881,-9.1954,-0.1657,-1.0111,-0.2767
1.3572,21.5446,-28.7002,0.5168,-0.5347,-0.397
4.2298,31.6211,-28.2994,3.5919,0.4142,-0.6072
7.2416,32.9237,-13.1176,1.6893,-0.6988,-0.7465
9.048,38.458,-14.9734,0.519,-0.3207,-0.1968
8.3561,22.3537,-8.279,2.8519,0.46,0.4863
0.7062,13.5306,-8.5405,3.4737,-0.0566,0.6762
-5.3876,7.192,-2.9154,3.9632,-0.1051,0.4843
-11.6259,11.2368,6.1414,1.6562,-0.9283,0.2605
-13.6981,21.8899,3.9626,-0.7453,-1.3281,-0.174
-6.1039,25.7113,-0.4047,-1.3073,-0.7533,-0.3772
1.5015,29.9491,-17.209,0.5089,1.4156,-0.2759
7.7482,22.7725,-20.7645,2.4099,2.0338,-0.1514
6.0231,18.3151,-13.5856,0.6187,0.3434,0.0257
5.546,17.3122,-12.4405,1.3843,0.7379,0.1034
8.7389,9.7464,-7.8728,2.7795,-0.6806,0.2286
3.51,8.3015,-4.5274,1.9371,-3.0695,0.3901
-1.1439,10.4849,-5.9964,1.0692,-1.9462,0.4096
-2.6027,14.8308,-13.9482,0.225,0.0087,0.3403
-4.4592,16.9524,-15.72,0.3979,0.636,0.2479
-5.6542,15.4981,-11.2588,0.1578,0.7797,0.1308
-4.1157,14.3432,-9.8917,-0.2399,1.0348,0.0204
-1.5575,14.1919,-9.8218,-0.4359,0.7816,-0.0195
0.2956,15.324,-11.3255,-0.2303,0.5155,-0.0463
2.1296,15.3811,-12.228,-0.0596,0.3981,-0.0645
2.9284,14.9406,-12.3935,-0.0232,0.265,-0.0486
3.1193,13.772,-11.613,0.0907,0.2911,-0.0458
2.7018,12.7943,-11.6402,0.0538,0.3374,-0.0471
1.6867,12.5326,-11.8482,-0.0588,0.2878,-0.074
0.595,13.037,-11.731,-0.1743,0.2447,-0.1126
-0.2612,13.7608,-11.416,-0.2486,0.2563,-0.1503
-0.758,14.1638,-11.2335,-0.3022,0.274,-0.1649
-0.4645,14.2634,-11.5719,-0.3473,0.2956,-0.1334
0.1827,14.024,-11.5422,-0.38,0.2805,-0.1063
0.7018,13.6582,-10.9453,-0.4095,0.2715,-0.0597
1.2641,13.332,-10.9911,-0.3971,0.2792,-0.0399
1.7502,13.2794,-11.4518,-0.3724,0.2633,-0.0441
1.966,13.474,-11.3413,-0.3829,0.2092,-0.0621
1.8748,13.6174,-10.7882,-0.3717,0.1873,-0.0896
1.4903,13.664,-10.6844,-0.3467,0.1975,-0.1119
0.9595,13.5655,-10.8482,-0.3282,0.1881,-0.118
0.5075,13.2988,-10.7455,-0.3115,0.1416,-0.1106
0.2571,13.0712,-10.3349,-0.3201,0.1174,-0.1077
0.2924,12.8608,-10.2174,-0.342,0.154,-0.1002
0.5787,12.5773,-10.3651,-0.3565,0.1987,-0.0924
0.9941,12.2825,-10.2456,-0.391,0.2353,-0.0916
1.3873,12.0055,-9.9576,-0.4358,0.2351,-0.0927
1.6386,11.7651,-9.6253,-0.4722,0.1919,-0.1018
1.7356,11.5604,-9.1854,-0.4938,0.1613,-0.1005
1.6215,11.3646,-8.7062,-0.5073,0.1164,-0.0992
1.4173,11.1267,-8.2526,-0.4917,0.0682,-0.0855
1.2031,10.8642,-7.9875,-0.4931,0.0584,-0.0758
1.0658,10.6208,-7.9854,-0.504,0.0515,-0.0565
0.9911,10.3265,-7.6955,-0.5088,0.0368,-0.0417
0.9298,10.0292,-7.285,-0.5362,0.0222,-0.0376
0.8378,9.7674,-6.8986,-0.6017,0.0426,-0.0326
0.82,9.4404,-6.5829,-0.6326,0.0695,-0.0237
0.7929,9.1471,-6.207,-0.6757,0.0708,-0.0167
0.797,8.9478,-5.862,-0.7285,0.0561,-0.0129
0.8433,8.7774,-5.4773,-0.7547,0.0462,-0.0053
0.9681,8.4721,-5.371,-0.7546,0.0378,0.0125
1.0624,8.0758,-5.2264,-0.7517,0.012,0.0243
1.1318,7.6659,-4.901,-0.79,0.01,0.0346
1.1727,7.3703,-4.5533,-0.858,0.0034,0.0297
1.1484,7.0631,-4.1898,-0.9248,0.0095,0.0299
1.081,6.8217,-3.858,-0.9789,0.0479,0.0202
1.024,6.5576,-3.5635,-1.0242,0.0701,0.0191
1.0144,6.4448,-3.2502,-1.0765,0.054,0.0097
1.0386,6.4048,-3.0242,-1.1305,0.0518,0.0296
1.0366,6.2808,-3.1344,-1.1224,0.0132,0.0412
1.0217,6.1388,-3.3398,-1.113,-0.0381,0.0449
1.0425,5.9591,-3.28,-1.1127,-0.0926,0.0435
0.9591,5.8234,-2.8885,-1.1605,-0.123,0.0343
0.865,5.6838,-2.4553,-1.216,-0.1036,0.01
0.8159,5.6863,-2.2736,-1.2612,-0.049,-0.0059
0.9027,5.5885,-2.3771,-1.2935,-0.0617,-0.0197
1.0412,5.4002,-2.4209,-1.2483,-0.124,-0.0185
1.1038,5.2488,-2.2594,-1.2154,-0.1799,-0.0175
0.971,5.23,-2.1579,-1.2273,-0.2297,-0.0161
0.6772,5.2905,-2.0914,-1.2027,-0.2444,0.0026
0.3269,5.3363,-2.3332,-1.2043,-0.2236,0.0073
0.2039,5.3636,-2.6605,-1.1941,-0.1566,0.0205
0.2635,5.2379,-2.5591,-1.1835,-0.1068,0.0156
0.4082,5.0727,-2.4072,-1.1901,-0.0574,0.0268
0.6315,4.9232,-2.1445,-1.2134,-0.0383,0.0278
0.8674,4.8369,-1.9234,-1.2723,-0.0274,0.0313
1.0614,4.7363,-1.7777,-1.2905,-0.0244,0.0404
1.2284,4.6226,-1.6718,-1.2705,-0.039,0.0524
1.3416,4.6955,-1.7229,-1.255,-0.1016,0.0613
1.4475,4.8757,-1.7066,-1.2221,-0.1608,0.0671
1.5778,4.9398,-1.8471,-1.1939,-0.2247,0.0648
1.6562,4.8933,-2.02,-1.1595,-0.301,0.0447
1.6709,4.882,-2.1372,-1.182,-0.3779,0.0394
1.5391,4.759,-2.0774,-1.1938,-0.4415,0.0115
1.4393,4.7765,-1.9969,-1.1676,-0.4605,0.0058
1.2079,5.0372,-1.99,-1.186,-0.4637,0.002
0.9969,5.4433,-2.2112,-1.1521,-0.4587,0.0013
0.8071,6.0122,-2.582,-1.0979,-0.4584,-0.0056
0.5672,6.518,-2.9691,-1.0824,-0.458,-0.0183
0.3258,6.991,-3.121,-1.0421,-0.4707,-0.0157
0.0285,7.2081,-2.9873,-1.0186,-0.488,-0.0282
-0.1992,7.5037,-2.8032,-1.0125,-0.4668,-0.0476
-0.1945,7.8434,-2.7178,-1.0156,-0.4491,-0.0527
-0.113,8.2475,-2.6879,-1.0143,-0.4104,-0.0642
-0.0372,8.7343,-2.5796,-1.0039,-0.3573,-0.0722
0.0629,9.2171,-2.4386,-0.9976,-0.322,-0.0739
0.0763,9.652,-2.4114,-0.978,-0.3009,-0.0831
-0.0261,10.0256,-2.3563,-0.9347,-0.3166,-0.0901
-0.1379,10.3586,-2.2314,-0.8818,-0.3245,-0.0824
-0.2376,10.7206,-2.0726,-0.8108,-0.3244,-0.0709
-0.3821,11.0104,-1.939,-0.7632,-0.2859,-0.0633
-0.4583,11.0137,-1.8815,-0.7049,-0.2328,-0.0637
-0.3912,10.793,-1.7978,-0.6368,-0.1622,-0.0543
-0.223,10.4938,-1.6649,-0.5993,-0.0739,-0.0518
0.0014,10.2474,-1.6166,-0.5781,-0.0146,-0.0498
0.2674,10.0747,-1.7276,-0.5354,0.0369,-0.0553
0.5136,9.8794,-1.8282,-0.5119,0.0594,-0.0517
0.6723,9.6854,-1.7571,-0.4859,0.0644,-0.0559
0.7595,9.5641,-1.6141,-0.4735,0.0709,-0.0573
0.7654,9.4697,-1.5427,-0.4378,0.0551,-0.058
0.6862,9.4364,-1.4618,-0.4049,0.0247,-0.0556
0.5969,9.4837,-1.3909,-0.3974,0.0089,-0.065
0.5196,9.5792,-1.2849,-0.3695,-0.0021,-0.0692
0.4577,9.6761,-1.2207,-0.359,0.0123,-0.0672
0.4091,9.7747,-1.158,-0.3772,0.0384,-0.0924
0.409,9.8344,-1.0771,-0.3956,0.0578,-0.1044
0.3374,9.8496,-0.9804,-0.4328,0.0702,-0.0923
0.2026,9.9245,-0.8331,-0.4655,0.0974,-0.1013
0.1761,9.9308,-0.6838,-0.4367,0.1276,-0.0826
0.1677,9.9389,-0.6305,-0.4211,0.1403,-0.0742
0.1949,9.9739,-0.6028,-0.4058,0.1562,-0.0641
0.2055,9.9681,-0.6216,-0.3489,0.1547,-0.0544
0.25,9.9299,-0.6284,-0.3241,0.1404,-0.0554
0.262,9.9828,-0.6302,-0.3143,0.1116,-0.0536
0.2701,9.9959,-0.6329,-0.3082,0.0908,-0.0549
0.2889,9.9961,-0.6788,-0.2788,0.091,-0.0543
0.2888,9.9864,-0.7273,-0.2651,0.115,-0.0523
0.3352,9.9933,-0.787,-0.2371,0.1087,-0.0533
0.3782,9.9966,-0.8287,-0.2233,0.0911,-0.0512
0.471,9.9959,-0.8698,-0.2076,0.0865,-0.0542
0.5446,9.9875,-0.916,-0.1906,0.0817,-0.0537
0.5411,9.9265,-0.9412,-0.1565,0.0641,-0.0463
0.5633,9.8392,-0.9112,-0.1548,0.0464,-0.0397
0.5679,9.7434,-0.8533,-0.1497,0.0143,-0.038
0.498,9.7173,-0.81,-0.1576,-0.0097,-0.0396
0.4354,9.8015,-0.7798,-0.1574,-0.0114,-0.0348
0.3917,9.9554,-0.7452,-0.156,0.0015,-0.0397
0.2869,10.0777,-0.6861,-0.1535,0.024,-0.0394
0.1764,10.1751,-0.5957,-0.1531,0.0175,-0.0363
0.1143,10.1666,-0.5059,-0.1808,-0.0018,-0.037
0.0686,10.1437,-0.4483,-0.2069,-0.0212,-0.0375
-0.0236,10.0708,-0.4189,-0.1965,-0.0196,-0.0322
-0.0508,9.9569,-0.3792,-0.1607,-0.0001,-0.0381
-0.1229,9.8639,-0.34,-0.133,0.0256,-0.0359
-0.1141,9.7795,-0.396,-0.1042,0.0465,-0.0334
-0.0894,9.6924,-0.4925,-0.0732,0.0482,-0.0295
-0.0535,9.643,-0.5844,-0.0684,0.0465,-0.0229
-0.0054,9.6277,-0.6122,-0.0594,0.0593,-0.021
0.0915,9.6767,-0.6256,-0.0623,0.0768,-0.018
0.1775,9.7193,-0.6882,-0.0766,0.096,-0.0199
0.2967,9.705,-0.7598,-0.1,0.1104,-0.0253
0.3892,9.6657,-0.6908,-0.1094,0.128,-0.0256
0.4112,9.6403,-0.5614,-0.1123,0.1246,-0.0176
0.407,9.6671,-0.5104,-0.1261,0.1245,-0.0115
0.4089,9.6595,-0.5198,-0.1337,0.0941,-0.0181
0.3676,9.6651,-0.4967,-0.1335,0.0669,-0.0164
0.3048,9.682,-0.3864,-0.1289,0.0575,-0.026
0.2945,9.7218,-0.3451,-0.1135,0.0478,-0.0222
0.2775,9.7713,-0.3912,-0.1027,0.0446,-0.0187
0.2432,9.832,-0.3724,-0.0824,0.0462,-0.0118
0.2129,9.8416,-0.3264,-0.0747,0.0429,-0.0067
0.2405,9.8195,-0.2068,-0.0888,0.0443,-0.0004
0.2255,9.7875,-0.1766,-0.1209,0.0218,-0.0013
0.1971,9.8468,-0.0752,-0.1348,0.0233,0.0017
0.1661,9.8702,-0.0294,-0.1305,0.0361,0.0035
0.1027,9.8914,-0.0381,-0.1348,0.0441,0.0015
0.0738,9.9336,-0.0107,-0.1366,0.0536,0.0032
0.07,9.944,0.0288,-0.1256,0.0568,0.0098
0.0517,9.9205,0.031,-0.1133,0.0601,0.0069
0.0886,9.9176,0.0241,-0.0963,0.0635,0.0008
0.19,9.8778,-0.0359,-0.0686,0.07,-0.0002
0.2019,9.8279,-0.0729,-0.047,0.0637,0.0037
0.1957,9.8096,-0.1257,-0.0453,0.0588,0.0053
0.1668,9.7704,-0.167,-0.0514,0.0572,0.0035
0.1307,9.7311,-0.1853,-0.0559,0.0588,0.0049
0.1198,9.7223,-0.1944,-0.0466,0.0684,0.0083
0.1322,9.7398,-0.1902,-0.0547,0.0764,0.0067
0.2007,9.7812,-0.1856,-0.0672,0.0988,0.003
0.2513,9.8043,-0.1878,-0.0719,0.1196,0.0044
0.2757,9.8221,-0.1765,-0.0705,0.1212,0.0029
0.2994,9.8536,-0.1231,-0.0779,0.1084,0.0043
0.2873,9.8818,-0.084,-0.0671,0.0971,0.0111
0.2593,9.877,-0.0842,-0.044,0.0923,0.015
0.204,9.8588,-0.0544,-0.0332,0.0796,0.0088
0.2087,9.8396,-0.0268,-0.0347,0.0635,0.0138
0.2495,9.8216,-0.0147,-0.0343,0.0572,0.0103
0.2557,9.7752,-0.0153,-0.0347,0.062,0.0089
0.2571,9.791,-0.0285,-0.0466,0.0732,0.0067
0.2486,9.8183,-0.0174,-0.0439,0.073,0.0184
0.2143,9.8167,-0.0265,-0.0346,0.0698,0.0186
0.2025,9.8548,-0.0241,-0.0345,0.0697,0.0267
0.2045,9.9071,-0.0239,-0.0329,0.0648,0.0332
0.2424,9.965,-0.0172,-0.0346,0.0696,0.0316
0.281,10.0045,-0.031,-0.0191,0.0699,0.0189
0.3059,9.9869,-0.052,-0.0069,0.0651,0.021
0.3056,9.9723,-0.0591,-0.0069,0.0558,0.008
0.3111,9.9397,-0.0497,-0.0095,-0.0003,0.008
0.3029,9.9049,-0.0219,-0.0093,-0.0179,0.0064
0.3132,9.8581,-0.0079,-0.0076,-0.0212,0.0096
0.2829,9.8343,0.0195,-0.0094,-0.0083,0.008
0.2307,9.7855,0.0056,-0.0079,-0.0021,0.0162
0.1682,9.7407,-0.0215,-0.0183,-0.0086,0.0207
0.1308,9.7335,0.0128,-0.0232,-0.0053,0.0141
0.1097,9.7621,0.0842,-0.0293,-0.0052,0.0058
0.118,9.8089,0.1094,-0.0325,0.0076,0.0073
0.1242,9.8225,0.0977,-0.0312,0.0188,0.0074
0.1404,9.8343,0.084,-0.0342,0.0188,0.0073
0.1497,9.8294,0.0978,-0.028,0.0173,0.0042
0.1215,9.8173,0.0883,-0.0158,0.0061,0.0063
0.1105,9.8156,0.0701,-0.0094,-0.0003,0.0047
0.0976,9.8168,0.0612,-0.0077,0.0045,0.0063
0.0975,9.8262,0.0751,-0.0092,0.0061,0.0046
0.1084,9.835,0.0979,-0.0078,0.0029,0.0063
0.1474,9.8295,0.0978,-0.0125,0.0077,0.0046
0.1839,9.8214,0.0792,-0.0251,0.0221,0.0043
0.1953,9.7924,0.0652,-0.0268,0.0318,-0.0022
0.1985,9.7813,0.0448,-0.0344,0.043,0.0007
0.1916,9.7814,0.0286,-0.0314,0.0525,0.0057
0.1956,9.8023,-0.0244,-0.0314,0.0541,0.0024
0.1951,9.8377,-0.0406,-0.0206,0.043,0.0027
0.2036,9.8727,-0.0545,-0.0097,0.0288,-0.0067
0.2039,9.9017,-0.0427,-0.008,0.0383,-0.0003
0.1963,9.9178,-0.0452,-0.0097,0.0463,-0.0019
0.2185,9.9095,-0.0616,-0.0053,0.0335,-0.0016
0.2543,9.8887,-0.0751,0.0012,0.0223,-0.0016
0.2601,9.8707,-0.0471,0.0201,0.0177,-0.0045
0.2778,9.8386,-0.0245,0.0167,0.0161,-0.0077
0.2285,9.8264,0.0036,0.0078,0.0032,-0.0031
0.1245,9.8013,0.0171,0.0107,-0.0081,0.002
0.0693,9.7806,0.04,-0.0002,-0.0034,0.005
0.0557,9.7811,0.1046,-0.0079,0.011,0.0031
0.1061,9.8206,0.1093,-0.0049,0.0351,-0.0018
0.1773,9.8361,0.1554,-0.0035,0.0624,-0.0019
0.2635,9.8454,0.1642,-0.01,0.0705,-0.0101
0.3263,9.8475,0.1622,-0.0083,0.069,-0.0134
0.3655,9.8302,0.1667,-0.0098,0.0627,-0.0183
0.3872,9.8094,0.167,-0.0096,0.0531,-0.0199
0.3499,9.7616,0.2057,-0.0066,0.0211,-0.0212
0.3039,9.7194,0.1778,-0.0066,0.0001,-0.0113
0.2791,9.7178,0.1435,-0.0018,-0.0095,-0.0112
0.2547,9.7168,0.1392,-0.0062,-0.0143,-0.0147
0.2384,9.6954,0.1644,-0.0079,-0.0033,-0.0049
0.2264,9.6998,0.178,-0.0098,0.0175,-0.0001
0.1878,9.7058,0.146,-0.0111,0.019,0.0047
0.1732,9.7458,0.1137,-0.0313,0.0189,0.0026
0.1693,9.8136,0.1065,-0.0377,0.0285,0.0025
0.162,9.8755,0.1435,-0.05,0.0445,0.0021
0.1724,9.9675,0.169,-0.0516,0.0509,0.002
0.2124,10.0037,0.1433,-0.0349,0.0702,0.0008
0.2465,10.0051,0.1072,-0.0158,0.0672,-0.0071
0.2552,9.9877,0.0747,-0.0082,0.0543,-0.0019
0.2621,9.9541,0.0491,0.021,0.0576,0.0005
